srcIP,dstIp,srcPort,dstPort,numPackets,totalSize
65.54.95.75,192.168.3.131,80,56479,8,5740
172.16.255.1,10.1.1.2,10693,50023,2,132
72.14.213.103,192.168.3.131,80,57886,2,120
172.16.255.1,109.173.29.34,10697,443,9,649
192.168.3.131,65.54.95.75,56091,80,7,1050
109.227.83.224,172.16.255.1,443,10696,7,577
172.16.255.1,239.255.255.250,60061,1900,10,1696
192.168.3.131,207.46.148.38,56495,80,5,914
207.46.148.38,192.168.3.131,80,56495,4,2719
172.16.255.1,70.67.177.253,50983,52967,2,275
192.168.3.131,65.54.95.140,56500,80,18,1842
192.168.3.131,65.54.95.140,56501,80,8,2159
192.168.3.131,65.54.95.140,56504,80,9,2214
10.0.2.15,65.55.15.244,2537,5480,11,5640
65.54.95.140,192.168.3.131,80,56501,10,9469
65.54.95.140,192.168.3.131,80,56504,9,7714
10.0.2.3,10.0.2.15,53,57524,2,794
207.46.148.38,192.168.3.131,80,56506,4,2701
65.54.95.68,192.168.3.131,80,56510,29,39222
204.9.163.184,172.16.255.1,443,10637,11,1251
65.54.95.68,192.168.3.131,80,56511,135,198921
172.16.255.1,194.165.188.76,10632,12350,1,66
67.9.27.118,172.16.255.1,48240,50983,1,68
10.0.2.15,65.55.25.60,2489,5480,1,54
10.0.2.15,65.55.15.244,2536,5480,13,5691
204.9.163.181,172.16.255.1,443,10640,18,18260
192.168.3.131,192.168.3.99,52400,161,8,960
192.168.3.131,208.82.236.130,58787,80,6,779
192.168.3.131,208.50.77.73,57149,80,2,108
10.0.2.15,207.46.125.254,2532,7001,2,124
192.168.3.131,65.54.95.75,56455,80,7,1282
192.168.3.131,208.50.77.73,57173,80,2,108
192.168.3.131,208.50.77.73,57149,5480,2,108
192.168.3.131,208.50.77.73,57150,5480,2,108
208.50.77.136,192.168.3.131,5480,57121,1,60
208.82.236.130,192.168.3.131,80,58794,9,9193
192.168.3.131,255.255.255.255,17500,17500,8,1296
65.55.15.244,192.168.3.131,80,57180,1,60
65.54.95.75,192.168.3.131,80,56313,5,467
184.85.226.161,172.16.255.1,443,10650,27,24423
10.0.2.3,10.0.2.15,53,62310,2,320
192.168.3.90,192.168.3.131,445,49166,6,558
192.168.3.131,192.168.3.255,17500,17500,8,1296
204.14.234.101,192.168.3.131,443,57233,2,1126
72.14.213.132,192.168.3.131,443,52399,14,8130
192.168.3.131,204.14.234.85,57243,443,103,64957
208.50.77.134,192.168.3.131,5480,57202,1,60
192.168.3.131,204.14.234.85,57243,8443,103,64957
192.168.3.131,204.14.234.85,57244,443,94,57158
208.82.236.129,192.168.3.131,80,58737,6,3531
172.16.255.1,109.173.29.34,10683,443,9,611
192.168.3.131,208.50.77.97,57145,80,2,108
192.168.3.131,72.14.213.103,57879,80,2,108
192.168.3.131,208.50.77.97,57147,80,2,108
208.82.236.129,192.168.3.131,80,58410,5,2742
69.63.181.15,192.168.3.131,80,57192,2,120
93.181.202.185,172.16.255.1,30757,50983,1,150
66.235.136.89,192.168.3.131,443,57242,2,120
10.0.2.15,70.37.129.34,2553,80,9,1369
208.50.77.97,192.168.3.131,80,57145,1,60
172.16.255.1,178.25.111.25,50983,33453,2,541
208.50.77.97,192.168.3.131,80,57147,1,60
192.168.3.131,208.50.77.97,57145,5480,2,108
65.54.95.75,192.168.3.131,80,56141,7,909
192.168.3.131,208.50.77.97,57147,5480,2,108
66.235.136.89,192.168.3.131,8443,57242,2,120
192.168.3.131,65.54.95.140,56030,80,6,929
10.0.2.15,65.54.186.19,2526,5443,21,5800
74.125.127.148,192.168.3.131,5480,57213,1,60
172.16.255.1,84.197.9.59,50983,44808,1,75
10.0.2.15,64.4.9.254,2527,61863,8,580
10.0.2.15,65.54.189.173,2528,61863,43,7341
192.168.3.131,72.14.213.103,57902,80,2,108
192.168.3.131,65.54.95.39,56060,80,9,1590
96.17.8.49,10.0.2.15,5480,2547,12,8848
192.168.3.131,208.50.77.134,57204,5480,2,108
192.168.3.131,208.82.236.129,58750,80,5,912
172.16.255.1,204.9.163.181,10640,443,13,2199
192.168.3.131,65.54.95.75,56477,80,7,1282
207.46.96.145,10.0.2.15,5480,2529,48,36940
65.54.95.75,192.168.3.131,80,56509,90,128578
207.46.105.186,10.0.2.15,5480,2540,4,325
208.82.236.129,192.168.3.131,80,58757,6,3326
207.46.113.78,10.0.2.15,5443,2542,12,6172
207.46.148.38,192.168.3.131,80,56318,4,2645
204.9.163.158,172.16.255.1,80,10616,5,581
192.168.3.131,72.14.213.105,57838,80,2,108
10.0.2.15,65.55.116.184,2543,5480,5,1052
65.55.116.184,10.0.2.15,5480,2543,5,950
10.0.2.15,91.103.140.2,2545,5480,7,1570
192.168.3.131,208.82.236.129,58766,80,5,912
192.168.3.131,72.14.213.138,58769,80,4,332
72.14.213.138,192.168.3.131,80,58769,5,1030
91.103.140.2,10.0.2.15,5480,2546,3,443
172.16.255.1,128.173.201.171,50983,23537,1,70
10.0.2.15,91.103.140.2,2546,5480,5,802
72.14.213.138,192.168.3.131,80,58770,12,13261
10.0.2.15,65.54.167.27,2548,5480,30,3529
192.168.3.131,208.50.77.134,57205,5480,2,108
192.168.3.131,65.54.95.68,56433,80,17,1884
192.168.3.131,208.82.236.129,58777,80,5,912
192.168.3.131,208.50.77.134,57205,80,2,108
192.168.3.131,208.50.77.134,57186,80,2,108
69.63.181.15,192.168.3.131,80,57198,2,120
65.54.95.140,192.168.3.131,80,56027,8,6188
208.50.77.134,192.168.3.131,80,57204,1,60
208.50.77.134,192.168.3.131,80,57201,1,60
192.168.3.131,208.50.77.134,57203,5480,2,108
172.16.255.1,204.9.163.158,10616,80,5,347
192.168.3.131,208.50.77.134,57201,5480,2,108
130.206.167.238,172.16.255.1,54002,50983,1,60
192.168.3.131,208.50.77.134,57186,5480,2,108
69.63.181.15,192.168.3.131,5480,57198,2,120
172.16.255.1,82.226.125.157,50983,45834,1,74
208.50.77.134,192.168.3.131,5480,57203,1,60
208.50.77.134,192.168.3.131,5480,57201,1,60
75.76.39.18,172.16.255.1,35877,50983,1,93
208.50.77.134,192.168.3.131,5480,57186,1,60
10.0.2.15,65.55.116.184,2549,5480,5,788
208.82.236.130,192.168.3.131,80,58787,9,8236
208.82.236.129,192.168.3.131,80,58788,5,2895
208.82.236.129,192.168.3.131,80,58305,5,1760
192.168.3.131,209.17.73.30,58790,80,63,3847
